"pos_0","pos_1","node","station","inflow_1","inflow_2","inflow_3","inflow_4","inflow_5","inflow_6","inflow_7","inflow_8","inflow_9","inflow_10","inflow_11","inflow_12","inflow_13","inflow_14","inflow_15","inflow_16","inflow_17","inflow_18","inflow_19","inflow_20",
591920,6795285,400,"MB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
599918,6794338,401,"ME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
607779,6739131,402,"OSL",0,0,0,0,-72,0,1010294,0,-72078,-8574823,202917,0,41325,-1000015,0,0,0,-3944,0,-15071,
600610,6746729,403,"KFN",427687,0,0,-70027,15,3068470,0,1019284,2453866,0,0,0,-35359,2637117,0,0,0,0,0,33707,
565197,6801308,404,"SÄG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
560598,6803100,405,"RUM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
557312,6801747,406,"AFT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
545074,6804515,407,"EDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
544540,6804733,408,"EDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
543881,6804583,409,"EDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
530631,6800870,410,"VNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
520043,6788043,411,"GRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
481700,7016858,412,"ÅKT",8891303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
492822,7021073,413,"LIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
493963,7028589,414,"HGS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
497465,7047996,415,"MFN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
510233,7055378,416,"JS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
523411,7066556,417,"HVN",-25580012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
530547,7078477,418,"UF",16688709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
541750,7092978,419,"LÖB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
558406,7110445,420,"HTG",-12948837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3037724,0,0,0,0,
530488,7079206,421,"UFIO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
527352,7080187,422,"SSD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
466099,6878189,423,"S",0,0,0,0,0,0,0,0,0,0,-304426,0,0,0,0,0,0,0,0,0,
492475,6896167,424,"YL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
490817,6900022,425,"ÖHLG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
489500,6905158,426,"ÖHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
480824,6912418,427,"SRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
470470,6920054,428,"NHG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
466967,6927730,429,"RJN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
467744,6937384,430,"KVÖ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
467800,6945728,431,"ÅSRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
467936,6946431,432,"ÅSAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
469752,6951614,433,"BRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
471452,6960297,434,"SVK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
475164,6963678,435,"SUI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
475734,6977234,436,"HKS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
478437,6984903,437,"FKR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
487034,6985474,438,"TBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
491582,6991867,439,"HXÄ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
507261,6781697,440,"FDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
506323,6781627,441,"TPU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
484088,6781466,442,"KLH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
480772,6777907,443,"BORN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
478282,6768350,444,"VTN",0,0,38576360,0,0,0,0,0,0,0,76398,0,92952,0,0,-4062012,0,0,0,0,
479586,6776111,445,"ORS",0,0,0,0,0,0,0,0,0,0,65281,0,34807,0,0,0,0,0,0,0,
484372,6786223,446,"THD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4062012,0,-62531,0,0,
486477,6805321,447,"BID",0,0,54139054,0,0,0,0,0,0,-3847933,72154,0,-69134,0,0,0,0,-51352,0,0,
486549,6818280,448,"ÄLO",0,0,0,0,0,0,0,0,0,-3762045,0,0,0,0,0,0,0,0,0,0,
488753,6825957,449,"VÖN",0,0,0,0,0,0,0,0,0,-4664155,0,0,45397,0,0,0,0,0,0,0,
489183,6834274,450,"LHR",0,0,-92715414,0,0,0,0,0,0,-5198447,0,0,-104022,0,0,0,0,0,0,0,
486541,6840277,451,"TDÖ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80848,0,0,
483240,6852120,452,"FEÖ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
467376,6877299,453,"BDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76724,0,0,
617740,6729212,454,"GÄB",0,0,-463319412,-694698,0,0,0,0,-4509536,0,0,0,1063901,30306810,0,10125052,0,177640,0,152160,
622659,6729964,455,"FÄR",0,0,0,662897,4,-10808254,0,0,-3050757,0,0,0,0,-269908,0,17078405,0,0,0,3332,
617626,6731219,456,"SMO",-10173970,0,319463769,245896,206,0,-16256418,-675149,479651,0,249155,1407000,0,5674957,0,0,0,155079,4005275,0,
617548,6728634,457,"GÄ",33938714,0,0,0,-268,0,0,0,-2448875,0,105680,0,1925185,0,0,-44629002,0,0,0,0,
523385,6705273,458,"BLG",0,0,-203131310,0,0,143402328,33969362,-21104333,0,39683559,1121362,0,-1800508,0,0,0,0,0,0,-606253,
584637,6724636,459,"ÅH",0,0,0,-546001,-30,0,299439,0,0,-5953626,64833,0,194692,-1737456,0,1621457,0,-103431,0,0,
587475,6732106,460,"JB",-36372617,0,0,0,0,0,0,0,0,-6669321,0,-1947476,39647,-9288986,0,0,0,36630,-10117833,-33259,
592499,6740732,461,"MSN",0,0,164865576,310249,-15,15883876,-863210,-1672403,-920251,0,184417,-6411941,-397365,-3553177,0,8332026,0,0,-41114550,0,
569814,6669709,462,"JU",0,0,-402924236,0,58,37806176,0,0,5191534,70971720,-143234,0,77114,0,0,46423541,0,0,34439653,-144427,
572694,6675131,463,"FS",-81006489,0,0,-572260,0,0,-2717458,0,801714,0,-566365,0,0,3267714,0,-33969040,0,0,0,-17879,
576105,6681368,464,"MRS",9253228,0,0,-274413,0,-19914840,14047721,0,6224336,-7893759,73481,0,134137,1677513,0,0,0,144408,36273466,242107,
578130,6685227,465,"HLR",0,0,0,0,0,60749333,0,0,0,0,0,832339,-180409,-2564949,0,7812371,0,30723,28903014,0,
578123,6686190,466,"HL",68126585,0,0,0,22,-14565401,-5710617,-5303963,-2542291,0,36327,0,-100351,0,0,0,0,-122149,26715938,-24466,
578165,6690898,467,"BY",6156603,0,0,0,-98,-22287765,0,-6612289,1197998,-52907339,217277,-6708794,77380,3753323,0,0,0,221500,10619068,32277,
580129,6694923,468,"DGN",11156925,0,163664129,-755257,50,0,5389511,3421753,433125,19566706,1023709,5555574,0,0,0,0,0,-59700,-101969707,85863,
580064,6702306,469,"HÄ",-13046412,0,0,0,0,9122057,0,0,623537,0,30293,3410113,0,-1132558,0,0,0,261674,41684778,-100835,
581824,6709648,470,"TSÅ",-9651067,0,0,882790,74,0,-2738510,0,57441,-12273155,-459364,-1626186,0,0,0,-17349940,0,70368,-36873895,-29853,
557116,6650923,471,"SNT",26259116,0,-276398040,1435413,-33,0,0,3119772,0,0,0,14162022,179323,-1990249,0,-6471900,0,0,0,81494,
567566,6666459,472,"AVKY",7751001,0,-360067678,-631131,0,0,-9788043,-6724265,-7775905,-62432100,-369192,0,0,0,0,0,0,-46912,70754767,0,
545497,6650639,473,"FGC",-54371152,0,0,935911,79,30117456,0,0,-3527073,0,0,-5043234,221173,-3775911,0,0,0,0,-49561395,44406,
564428,6658894,474,"HMA",0,0,410630400,-383207,145,0,0,7190694,736546,0,0,-2536056,0,10137295,0,0,0,-44639,-22044425,-37848,
559793,6655999,475,"KBN",14175344,0,129165852,615511,27,6000162,0,0,1650516,0,-42485,-337357,69476,-6089376,0,-6850714,0,0,-21700421,78829,
540106,6641390,476,"DN",-28572601,0,0,558807,-125,0,-3212587,676406,483808,0,80899,0,91910,-290702,0,-22559962,0,-64034,26574443,62051,
538770,6632973,477,"SKB",-39413021,0,0,-319470,67,33341229,0,-6923783,-433404,0,0,0,0,-376368,0,-6493025,0,-74319,0,8577,
532583,6622880,478,"KRN",-22305603,0,-192583947,0,89,0,6316701,245774,-3003228,33108080,-22837,0,36297,10909728,0,3466253,0,-35845,-17122366,0,
529701,6614251,479,"NKT",31891512,0,0,0,0,-19256022,0,0,-1853251,5449667,137445,1495636,60487,-2534115,0,0,0,192228,-11589432,-64086,
528668,6604334,480,"SBA",20260554,0,-161643792,0,30,0,10120995,-3534916,-634411,0,-198364,0,110040,-2989908,0,9742293,0,-55708,2209950,-62535,
527183,6598027,481,"SLG",0,0,0,0,-44,0,14152954,207190,-1733728,0,156214,-4122920,-260500,0,0,5712383,0,138662,0,0,
612999,6727856,482,"HG",55953055,0,-278811137,-1157946,0,0,0,11350428,-3159994,8377372,-376428,0,0,-8483284,0,2365225,0,-257534,0,-49622,
610048,6726768,483,"NVL",-73249768,0,0,-5194860,-102,0,0,0,2773977,-4241341,0,6206765,0,-762250,0,0,0,115757,-36748759,-195968,
603284,6724145,484,"FB",0,0,926180482,0,278,178339429,-8941072,0,-12218216,0,598615,-6103874,0,0,0,0,0,0,26680522,59362,
597298,6721135,485,"SNV",0,0,0,-57429,-115,0,12967939,-18647908,0,0,-66471,0,0,8779240,0,0,0,-375130,80016680,0,
588766,6719591,486,"KGD",0,0,-248923816,0,0,0,0,-560303,6745564,0,-408819,-2092297,121,-102078,0,0,0,-89314,0,50639,
584067,6717197,487,"SV",-54376541,0,0,0,-143,0,-4732520,0,9766514,18179360,1168075,6426963,0,0,0,0,0,0,0,-193681,
574843,6717317,488,"GAD",577665,0,-736451629,0,-13,1606111,0,25554811,0,0,-2067739,-11894483,838714,-3290628,0,0,0,-404867,127104658,233365,
569404,6715515,489,"HFR",-17821566,0,542561003,0,0,-9406159,-2724197,0,513723,-2655299,79125,3556359,523509,12143926,0,0,0,53641,-233864425,14117,
559798,6717319,490,"LSJ",1193198,0,0,0,-15,0,0,-8469595,0,0,0,0,0,0,0,0,0,0,-120382762,-14114,
551831,6717609,491,"RYG",0,0,0,0,8,0,-1451198,0,-2099358,1988415,0,0,-119036,0,0,0,0,485215,0,24773,
539048,6716898,492,"KOÄ",50226690,0,0,967506,-2,0,81391,-16126154,-441816,0,0,-3314923,-893663,0,0,0,0,-66866,233225214,0,
535140,6718768,493,"FLN",35724534,0,-17020404,0,0,-177518469,-1011580,0,1768383,2558937,0,1935053,44797,156613,0,0,0,266745,0,-16907,
534472,6711991,494,"HNO",15704685,0,-256315423,3158783,-4,0,-458913,15707456,0,0,-170933,0,0,0,0,0,0,0,10041107,16569,
529375,6708014,495,"ORN",10689212,0,0,0,-79,-10921001,0,-5281184,0,1976216,0,-799266,-426380,-5878919,0,0,0,0,3014193,24713,
520968,6697509,496,"SLNÄ",-35801986,0,69069195,-323726,171,53932077,0,9210523,607994,0,10825,0,0,0,0,0,0,135456,8746737,-221573,
519703,6688228,497,"ULY",-17521777,0,0,-243043,84,0,0,0,2109158,6020545,32824,-8183934,-393081,2894260,0,-763188,0,105726,-15989431,-21205,
512293,6684654,498,"RMH",-32652085,0,160295102,-1457469,56,0,0,2587704,761157,5741269,584973,3913182,-205514,0,0,-5556138,0,0,44158023,0,
512368,6676412,499,"GÄG",8552719,0,189769301,0,133,-58633409,0,-20177065,881364,0,793082,7639265,0,0,0,0,0,0,-12643206,81034,
510133,6668117,500,"LA",-1829152,0,0,1258309,50,-2129669,-11761994,0,0,16677698,212081,5200212,619521,-3473046,0,0,0,0,2127932,0,
505800,6663429,501,"KHY",0,0,-84646000,-174291,62,-7157952,0,0,0,17257892,0,-2808150,-451780,2365988,0,0,0,207127,-9448703,44342,
500191,6659768,502,"GG",-2504015,0,0,0,-30,0,9617208,0,509007,11369336,382995,-2524977,25099,-8324144,0,-19023931,0,219799,0,234402,
496743,6644109,503,"STL",-12518192,0,0,1277911,0,0,0,3882374,1329791,0,325414,6242162,2504,459451,0,-3046496,0,-142882,-34355278,-22902,
460988,6609572,504,"NKA",0,0,0,-773886,-79,-94085,0,0,-1973778,0,0,601882,0,662895,0,0,0,54181,-462699,0,
472938,6626758,505,"HLF",0,0,155049158,561462,-5,0,0,-1071898,1180600,-135769,63832,2471403,0,0,0,0,0,0,0,186878,
472737,6622431,506,"GHYN",0,0,-181372668,0,113,0,0,-3706891,-4865053,0,36435,-830945,35000,-2550229,0,0,0,-44107,0,0,
473578,6618523,507,"GHY",0,0,126605946,0,-15,0,0,0,0,0,40096,-1290365,-282550,0,0,0,0,0,45489196,-7392,
470058,6611044,508,"LOKA",-11309437,0,-106927106,0,-16,88489,-2839917,0,-1973778,-3778829,49707,1738887,0,0,0,-2915802,0,-3209,218902,-89834,
461150,6612623,509,"HLT",28011869,0,-51197731,-598586,0,132752,2548311,526440,0,-180583,0,0,0,0,0,-1261776,0,-215168,161192,0,
454415,6611836,510,"DGÖ",0,0,-42115577,181543,29,-152524,0,-5364682,935555,3278700,-498953,-1428112,0,2069311,0,-41399,0,30705,-181799,0,
441682,6607145,511,"GDL",0,0,-62825312,134088,0,-4880268,0,7658372,-1869761,-42223266,23808,0,-33319,379094,0,2124031,0,-32399,0,0,
434029,6607821,512,"LF",10224715,0,-32703351,1182313,-109,9462463,-2770,1403759,0,0,-3337,0,35499,1971248,0,0,0,0,34546376,25986,
428043,6608157,513,"MKO",0,0,-84700258,0,0,-4704395,0,3657064,886052,11345131,-1458,0,-39570,0,0,0,0,-168019,245645,-8672,
413669,6608098,514,"DE",8541072,0,0,-579785,-16,0,0,0,-2964451,-11683715,-4999,-2783526,-53365,3354534,0,-1513507,0,66065,17197985,229,
496081,6639711,515,"SKRT",-49799000,0,0,1345094,-12,-3202993,-4489249,3964106,330522,0,-405341,3185682,-32234,0,0,0,0,-66965,0,15533,
484691,6632737,516,"BRÖ",11355720,0,0,-431608,-64,0,-2383896,0,2248605,5220363,69540,0,-66021,1448893,0,0,0,-2219,309326,247,
476647,6629992,517,"SIF",7033018,0,49695715,-645162,-6,132641,0,0,1587556,0,0,-1884658,0,0,0,0,0,28419,0,-5666,
518857,6708725,518,"RBÄ",0,0,0,0,0,0,0,0,-6166158,62973182,322529,0,0,0,0,202088,0,0,602715,336797,
507597,6713797,519,"DÅ",78555037,0,0,0,0,0,-80930620,-243526,-520826,1167986,8016,0,0,0,0,-1603928,0,0,88053153,0,
504438,6718099,520,"GNF",64677550,0,0,0,0,0,-133861,-342226,126877,0,0,1415290,0,-318978,0,3469794,0,0,0,-266655,
505158,6726649,521,"IN",0,0,21056490,301081,1,0,52812134,-35585993,-262143,0,0,323438,-1412985,0,0,1091922,0,56494,53969106,0,
500164,6733163,522,"LSD",-113852233,0,0,0,30,4945561,15146964,441489,0,-1459336,0,0,0,1154256,0,0,0,19123,-72144985,0,
501101,6737903,523,"LEA",0,0,0,0,0,0,0,0,0,0,-127965,0,2777180,0,0,0,0,0,86568923,0,
501110,6742600,524,"TLG",0,0,1487032290,0,0,-3164602,-504368,143042,22412,0,0,219967,-624639,0,0,0,0,0,-67014265,-23920,
506280,6749950,525,"RV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29044,-10041252,436915,
490198,6753144,526,"GSÅ",62517879,0,-756578261,92186,3,664597,13149933,0,27830,0,0,0,0,0,0,0,0,81038,0,0,
476160,6763838,527,"MRA",-67494203,0,-730454029,0,0,-1099080,0,35585993,0,19779804,127011,-176248,0,-382034,0,0,0,-93365,-89431932,0,
565001,6668391,528,"ACM",-111066638,0,45086038,109467,-73,-28142808,0,345101,-433278,0,-198819,0,0,-1662187,0,0,0,-1148,45919247,0,
558581,6673165,529,"SNB",-186896,0,0,-144828,0,17594909,-452704,-17596,0,0,0,0,0,-580844,0,7671795,0,-46385,-29481473,272020,
554221,6682341,530,"HDM",0,0,0,-485699,-22,0,0,0,-646421,0,-30751,978204,0,0,0,-6632686,0,175589,-44572095,0,
547671,6684755,531,"VHY",113417684,0,0,447025,0,-6197308,-1409494,-8721809,-155845,0,0,-3014453,0,-1357113,0,0,0,0,-30578446,20870,
541785,6690251,532,"ST",0,0,0,252112,0,0,-1190800,1891447,-306662,-3331111,38869,0,0,-1378495,0,0,0,-18778,0,-156629,
532769,6696260,533,"GTF",0,0,12721776,0,14,0,-547015,8909343,787574,24896663,-71779,4721599,36143,-751321,0,-2785078,0,-27434,0,11787,
527346,6700715,534,"SAU",0,0,0,354003,4,-5918112,0,0,-1007335,0,63501,1504745,0,-349837,0,444084,0,-170332,0,0,
526230,6728073,535,"GYO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
535864,6655173,536,"VAD",-1988336,0,0,973356,0,0,0,6963,786427,3729829,-343110,3344754,0,-982147,0,0,0,0,0,0,
529893,6659606,537,"SRE",6576477,0,0,-246800,0,0,0,68069,0,9240972,264115,-1671853,0,-356528,0,0,0,0,34048788,39201,
522531,6666683,538,"SMJ",2376731,0,0,-204484,0,-32412389,-7136838,10623,786427,3808066,78995,0,145551,-248393,0,0,0,-191524,0,26046,
517225,6666083,539,"HGE",0,0,0,0,-97,0,0,0,0,0,0,0,0,305218,0,0,0,0,0,0,
566295,6628396,540,"BRH",54440,0,10019612,20189,8,0,-1555405,-5320472,-201886,0,17531,0,0,0,0,-1575308,0,-46470,14238585,-153,
560711,6637637,541,"VSO",1588752,0,0,-1051661,32,1448765,-6622678,-273742,551428,-1045142,-11846,0,13611,-88532,0,591409,0,15218,0,-4805,
556365,6647050,542,"ÄBG",29592562,0,8889987,0,-97,0,7328193,-189060,1856888,-13086191,0,-1512643,65557,-207381,0,0,0,-83428,-618984,-6208,
556238,6648067,543,"ÄBGB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
552010,6659080,544,"NBG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
552630,6660504,545,"MIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
552383,6661730,546,"SPY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
552029,6662710,547,"KÄR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
568847,6609130,548,"HH",9404575,0,-6406619,1087,11,0,129781,0,-478870,0,10627,5051,-85467,841884,0,0,0,210192,15632823,44830,
568627,6619365,549,"SHR",-24007318,0,16196472,0,0,1137309,0,5334721,-162112,0,-600757,0,0,0,0,1085432,0,0,400224,30223,
585115,6607342,550,"VÅV",149053621,0,0,-1577994,401,-27537360,0,0,6009432,0,0,39252659,16381,0,0,0,0,0,-29802712,-54570,
591435,6617720,551,"TB",0,0,0,0,0,0,0,0,0,-20491348,0,-2893840,0,3142372,0,28482519,0,0,0,0,
589236,6613051,552,"VÅN",234079613,0,-167712818,0,0,0,3942167,0,0,0,0,0,-246818,0,0,21590324,0,-123780,-7628682,-37227,
587636,6608747,553,"VÅ",-159943799,0,-106471204,0,-197,0,0,0,-90591,0,0,10204591,0,-2812017,0,-14027449,0,0,-19500204,68480,
578515,6604520,554,"DT",-14590686,0,0,0,0,0,-28363783,32073458,0,15208528,0,0,0,0,0,-11015463,0,-162515,-17128927,-14115,
569699,6603534,555,"KBÄ",-176368388,0,0,0,-12,0,-4053809,-35482375,886206,57305317,280598,-14486763,707880,-3799257,0,1857872,0,-16442,0,-131684,
545326,6585670,556,"JBK",-44222539,0,-5634639,0,0,-26604606,0,27447383,4942155,0,-2160,0,0,-5032037,0,0,0,0,0,0,
564142,6599977,557,"MORP",-117736590,0,0,0,0,0,29574357,-9896972,0,0,-134587,-3633837,0,-2349496,0,8180701,0,0,0,0,
556979,6596853,558,"KP",260261718,0,-876128921,0,0,0,46612468,0,-2374762,67906894,0,-11350287,-822727,7750694,0,-3618146,0,-366816,0,-47034,
547732,6584582,559,"ARB",-32903748,0,128018307,0,-178,0,-85602587,0,0,-41281918,116411,-1757272,844688,0,0,0,0,0,0,534146,
553946,6589829,560,"VSG",0,0,0,3428869,76,0,0,-20175205,3963956,-39597748,127423,0,323576,-1850288,0,0,0,186980,0,30344,
533756,6588400,561,"FEB",0,0,890165975,-2603407,-22,0,20271991,-1935035,7149296,0,0,-9310707,0,0,0,0,0,0,0,-20641,
540311,6586561,562,"ÅLG",-91919186,0,103451690,-825462,0,136148076,0,0,-18427062,-85348380,-1961409,-11037688,0,4559887,0,0,0,-1061835,0,-728938,
541174,6584955,563,"ÖA",-2185684,0,0,-715847,17,-7364518,1167797,0,-313769,-1720721,359,0,0,-364339,0,0,0,0,0,0,
532160,6582393,564,"AÄ",0,0,0,0,-11,0,204426,0,456091,-15699,4482,-366383,0,863154,0,0,0,0,0,0,
470730,6756840,565,"VKA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
473581,6760954,566,"LOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
474250,6761102,567,"WIBE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
475174,6762338,568,"MRAI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
450996,6576967,569,"SPJB",-5749356,0,0,-1538208,0,0,0,0,0,0,0,2786362,0,0,0,0,0,0,0,0,
456587,6589131,570,"ND",0,0,-110472194,-496992,0,0,0,0,719789,0,0,-3892077,0,0,0,0,0,0,0,0,
458808,6599633,571,"SF",27767633,0,0,1132633,0,0,0,0,0,0,0,1105715,0,0,0,0,0,0,0,0,
459941,6601231,572,"BAD",-9573947,0,169570253,0,0,0,0,0,600033,0,0,0,0,0,0,0,0,0,0,0,
457034,6623357,573,"PBG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
452706,6619231,574,"FID",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
453592,6780166,575,"BBE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
450256,6785556,576,"MÄK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
421248,6734556,577,"MFS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
497713,6706629,578,"MFJ",-87621060,0,0,0,-89,0,0,0,3327318,0,-550106,0,0,0,0,0,0,0,0,0,
488458,6705861,579,"DFL",0,0,0,0,425,-48560049,0,0,-2546218,47418024,900297,0,0,0,0,0,0,0,0,0,
448617,6705182,580,"RÅG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
445086,6706507,581,"ÄP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
435564,6716579,582,"YM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
430891,6726505,583,"MLGF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
429569,6728246,584,"MLG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
485081,6701907,585,"BÖO",0,0,0,0,0,0,0,0,0,0,677732,0,0,0,0,0,0,0,0,0,
472500,6703031,586,"NÅS",-54072138,0,0,0,-173,0,0,0,0,0,-570256,0,0,0,0,0,0,0,0,-104754,
465043,6712576,587,"DJ",141693198,0,0,0,-163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
457502,6708739,588,"VO",0,0,0,0,0,-42098364,0,0,5385058,-109082956,-780196,0,0,0,0,0,0,0,0,0,
419467,6584464,589,"KVÄ",-9734505,0,11477647,0,170,0,0,0,-5349350,0,87702,-5890241,0,-767407,0,0,0,330944,60270089,53086,
414717,6583093,590,"KS",-11510921,0,0,0,0,0,0,8153998,1532836,0,197164,0,0,5002203,0,-6888811,0,0,-14911254,-17676,
411972,6588894,591,"SKR",41913874,0,0,0,-53,-20712533,0,0,-1619398,0,184379,0,124109,-4355835,0,0,0,-70317,-24511232,-32457,
406400,6596000,592,"KUD",19239645,0,0,-949806,0,-15130623,0,4357216,-844682,-48933898,0,-4022501,-80182,0,0,0,0,0,20104917,0,
405909,6597271,593,"SÅN",-61999644,0,117997261,0,0,24546051,-7780320,0,671561,0,201761,-7441180,-363370,2308670,0,640247,0,31906,-15585571,43688,
479732,6549642,594,"HS",0,0,0,-2196461,22,0,0,0,426993,0,216665,13626797,0,-1705769,0,0,0,0,-27569820,0,
472292,6554886,595,"SVÅ",19317021,0,-326296787,799116,-212,0,-6334990,6109001,-619009,14333638,153222,0,403635,6467776,0,0,0,50897,0,47627,
468061,6565672,596,"DG",58753002,0,0,0,27,-22217453,-5790385,1513740,-2854366,0,54103,7598069,-17639,-1534406,0,1198551,0,0,-42735586,22090,
466437,6568109,597,"SRT",20693694,0,0,-668492,-137,0,8272506,0,724508,0,216679,0,0,0,0,603487,0,-172507,0,0,
457239,6567502,598,"BJB",0,0,0,-937796,12,0,2065556,0,0,0,31902,-411320,-471906,-1904225,0,0,0,55597,0,34240,
450707,6573760,599,"HÖJA",-34766124,0,251802458,0,-37,-20833630,0,204444,690061,9281622,106332,0,-156517,-1669302,0,0,0,133271,-40401468,-64579,
449176,6575736,600,"KHN",-130478406,0,0,0,0,9814601,3698089,-4173152,1651745,0,85095,0,0,754163,0,0,0,-282979,0,-37415,
443459,6580661,601,"ÖL",-4474658,0,6149473,0,59,0,-1529859,-7595722,0,0,0,0,-27848,-1270580,0,0,0,0,-31345114,-129509,
434849,6583110,602,"VE",-41254038,0,0,0,0,0,-5154376,2743143,1344596,0,-349838,0,0,-607552,0,-343034,0,-220893,-39737024,-90064,
424602,6586299,603,"SRR",0,0,6614679,0,0,0,-5992926,-5929965,615191,5748599,93047,0,-147843,-2267369,0,0,0,0,-14807458,72130,
515971,6598391,604,"VDV",0,0,35618183,57130,-167,0,-974402,1388433,575132,0,124636,3707377,0,0,0,-4507607,0,0,0,0,
